Parent Agency No.,No.,Name,Address,City,State,Latitude,Longitude,,
R1506,R1506FP,NC Harm Reduction,4024 Barrett Dr Ste 101,Raleigh,NC,35.8300417,-78.6301736,,
R1509,R1509FP,Jewish Family Services,8210 Creedmoor Rd Ste 104,Raleigh,NC,35.8986408,-78.680604,,
R1510,R1510FP,North Raleigh Ministries,9650 Strickland Rd Ste 175,Raleigh,NC,35.9035435,-78.6560644,,
R1511,R1511FP,Princeton United Methodist Food Pantry,101 E 1st St,Princeton,NC,35.464647,-78.159957,,
R1512,R1512FP,Three In One Family Center,700 Stevens Mill Rd,Goldsboro,NC,35.3905496,-78.0303404,,
R1512,R1512FP4,Three In One Family Center,400 Grainger Ave,Kinston,NC,35.269481,-77.575718,,
R1513,R1513FP,Feed the Pack,2200 Hillsborough St.,Raleigh,NC,35.786771,-78.66414,,
R1514,R1514FP,REACH Our Communities-Cathedral of Love Ministries,PO Box 754,Pine Level,NC,35.5122519,-78.2445838,,
R1514,R1514TF,REACH Our Communities -,12564 W Haynes Ave,Middlesex,NC,35.779888,-78.193534,,
R1532,R1532FP,Buies Creek First Baptist Church,118 Main St PO Box 160,Buies Creek,NC,35.4075084,-78.7376635,,
R1534,R1534FP,Ties for Guys Men’s Ministry,17 Oak Alley Trl,Clayton,NC,35.6368361,-78.4161442,,
R1537,R1537FP,Johnston Central Alumni Food Pantry,PO Box 7512 ,Wilson ,NC,35.7059114,-77.9175714,,
R1538,R1538FP,Grace Christian Church,7715 Louisburg Rd,Raleigh,NC,35.8675013,-78.545652,,
R1543,R1543FP,Vision Church - MP,7369 US Hwy 301 ,Wilson,NC,35.6279522,-78.0545897,,
R1545,R1545FP,Blessings Inc./St. Paul Presbyterian Church,928 S. Main Street,Louisburg,NC,36.0903684,-78.30704,,
R1555,R1555FP,Community of Hope Center,201 Batchelor Avenue,Enfield,NC,36.182066,-77.667146,,
R1557OTH,R1557OTH,Rex Hospital-Holly Springs,850 S Main St,Holly Springs,NC,35.6429678,-78.8329876,,
R1558,R1558FP,A Gift of Love,701 S George St ,Goldsboro,NC,35.3730475,-78.0050613,,
R1559,R1559AS,Read and Feed,171-10 High House Rd.,Cary,NC,35.7890338,-78.8595707,,
R1560,R1560FP,Restoration Church and Outreach Ministries,901 Old Fairground Road,Willow Spring,NC,35.542536,-78.6008,,
R1563,R1563FP,Iglesia Tabernaculo De Restauracion,7604 Rock Quarry Rd.,Raleigh,NC,35.7448152,-78.5818604,,
R1564,R1564FP,YMCA of the Triangle-Knightdale,494 Knightdale Station Run,Knightdale,NC,35.7993854,-78.4682211,,
R1571,R1571FP,The Journey Ministry,123 SE Railroad St,Youngsville,NC,36.0243701,-78.4762575,,
R1573,R1573FP,NC Field,636 Whitfield Rd ,Mt. Olive,NC,35.205196,-78.044452,,
R1576,R1576FP,YMCA of the Triangle-Raleigh,1436 Rock Quarry Rd,Raleigh,NC,35.7613213,-78.6149122,,
R1577,R1577FP,YMCA of the Triangle-Garner,211 Aversboro Rd.,Garner,NC,35.707525,-78.6193272,,
R1581,R1581FP,Pine Ridge Baptist Church,874 Pine Ridge Rd,Zebulon,NC,35.911706,-78.240419,,
R1585,R1585FP,Springfield Baptist Church,4309 Auburn Knightdale Rd.,Raleigh,NC,35.697632,-78.542853,,
R1586,R1586FP,Open Table,824 Bloodworth St.,Raleigh,NC,35.7909539,-78.6322558,,
R1587,R1587FP,Celebration Church,8700 Captital Blvd.,Raleigh,NC,35.866924,-78.541695,,
R1591,R1591FP,Nothing But the Truth Ministry,1009 Berkeley Blvd,Goldsboro,NC,35.378682,-77.935708,,
R1593,R1593FP,Lincoln Park Holiness Church,1504 New Bern Ave,Raleigh,NC,35.7801719,-78.6169435,,
R1595,R1595FP,Concord Baptist Church,810 Walter Grissom Rd ,Kittrell,NC,36.1681583,-78.3810205,,
R1605,R1605FP,Turner Memorial Baptist Church,3704 Benson Rd.,Garner,NC,35.6697913,-78.6044162,,
R1606,R1606FP,Compass Christian Church,5309 Umstead Rd.,Fuquay-Varina,NC,35.630328,-78.720277,,
R1607,R1607FP,The Help Center NC -Raleigh,150 Fayetteville St. Suite 300,Raleigh,NC,35.7786679,-78.6396987,,
R1608,R1608FP,Joyful Hope Station,1136 S Church St,Rocky Mount,NC,35.9297751,-77.8024883,,
R1609,R1609FP,Franklin County Interfaith Council- Allen Chapel,693 T K Allen Rd,Louisburg,NC,36.139266,-78.260235,,
R1609,R1609FP2,FCIC- Tar River Cowboy Church,1308 NC Hwy 98,Louisburg,NC,35.962141,-78.290835,,
R1610,R1610FP,Pantry of H.O.P.E.,3331 NC 39,Louisburg,NC,36.143568,-78.294109,,
R1612,R1612SK,Grace A.M.E Church,1401 Boyer St.,Raleigh,NC,35.781166,-78.617463,,
R1613,R1613FP,Saint James Christian Church Disciples of Christ,"1739 Martin Luther King, Jr. Pkwy ",Wilson,NC,35.702057,-77.874479,,
R1614,R1614FP,Olive Grove Missionary Baptist Church,915 Eaton Ferry Rd,Littleton,NC,36.46652,-77.987239,,
S1005,S1005DD,Avery's Chapel Church,1110 Loop Rd,Raeford,NC,35.038161,-79.39094,,
S1005,S1005FP,Avery's Chapel FWB Church,1110 Loop Rd Phys,Raeford,NC,35.003322,-79.23398,,
S1008,S1008GH,"Bethesda, Inc",204 N Pine St,Aberdeen,NC,35.1319324,-79.424587,,
S1009,S1009FP,Blue Angel Outreach,5 American Legion Ln,Pinehurst,NC,35.174414,-79.469915,,
S1009,S1009TF,Blue Angel Outreach,5 American Legion Lane,Pinehurst,NC,35.174414,-79.469915,,
S1013,S1013GH1,Cameron Boys Camp,255 Cameron Camp Rd,Cameron,NC,35.285136,-79.223249,,
S1013,S1013GH2,Camp Duncan: Cameron Girls Baptist Children's Home,676 Hight Rd,Aberdeen,NC,35.1071277,-79.41018,,
S1014,S1014FP,Carthage United Methodist,108 Bruce St,Carthage,NC,35.3408381,-79.4068469,,
S1014,S1014TF,Carthage United Methodist,108 Bruce Street ,Carthage,NC,35.3408381,-79.4068469,,
S1015,S1015FP,Christ Memorial Church,1110 E Washington St,Rockingham,NC,34.9413096,-79.7591357,,
S1015,S1015TF,Christ Memorial Church,1110 E. Washington Street,Rockingham,NC,34.9413096,-79.7591357,,
S1016,S1016FP,Christian Mission Center,703 Monroe St,Carthage,NC,35.3413795,-79.4080353,,
S1017,S1017FP,Church Community Services,108 Gill St,Laurinburg,NC,34.7777976,-79.4629354,,
S1019,S1019SK,You Can Learn Center,552 Green Lake Rd,Rockingham,NC,35.015584,-79.725165,,
S1031,S1031FP,Eagle Springs Baptist Church,460 Eagle Springs Rd,Eagle Springs,NC,35.2907216,-79.6468755,,
S1032,S1032FP,Faith Assembly Church,148 Daniels St,Hamlet,NC,34.903597,-79.693362,,
S1041,S1041FP,Friendship One Accord,16221 Zion Rd,Marston,NC,34.925531,-79.447838,,
S1044,S1044FP,Helping Hands of Hamlet,609 Cheraw Rd,Hamlet,NC,34.8808074,-79.7223752,,
S1044,S1044TF,Helping Hands of Hamlet,609 Cheraw Road,Rockingham,NC,34.909421,-79.810009,,
S1045,S1045FP,High Falls United Methodist,324 Frieson Rd,Highfalls,NC,35.480841,-79.517885,,
S1049,S1049FP,Jesus Is Justice Mission Inc,469 Mills Rd,East Rockingham,NC,35.276081,-78.115269,,
S1050,S1050FP,King's Gate International,161 Sierra Ave,Hamlet,NC,34.910811,-79.718838,,
S1051,S1051FP,Laurinburg Hope in Christ,11141 Turnpike Rd,Laurinburg,NC,34.737147,-79.498935,,
S1053,S1053GH,Linden Lodge Foundation Inc,2251 Linden Rd,Aberdeen,NC,35.193312,-79.486092,,
S1055,S1055FP,Mineral Springs Improvement,122 Railroad St,Ellerbe,NC,35.0669297,-79.760323,,
S1057,S1057GH10,Monarch- Pence Place,295 Airport Rd,Rockingham,NC,34.89987,-79.761165,,
S1057,S1057GH11,Monarch - Richmond Adult Group,190 E Church St,Ellerbe,NC,35.072911,-79.765996,,
S1057,S1057GH3,Monarch- Connecticut,335 W Connecticut Ave,Southern Pines,NC,35.1781211,-79.3917173,,
S1057,S1057GH4,Monarch- Pennsylvania Home,340 E Pennsylvania Ave,Southern Pines,NC,35.1710603,-79.389577,,
S1057,S1057GH5,Monarch- Oak Drive Home,185 Oak Dr,Southern Pines,NC,35.2102891,-79.3884647,,
S1057,S1057GH7,Monarch- Charlotte Street,113 Charlotte St,Hamlet,NC,34.8860753,-79.6986433,,
S1057,S1057GH8,Monarch- Middleton Home,340 N Middleton St,Robbins,NC,35.4381082,-79.5848883,,
S1057,S1057GH9,Monarch- Green St Home,250 S Green St,Robbins,NC,35.427508,-79.575677,,
S1058,S1058FP,Montgomery Churches in Action,203 Church St,Biscoe,NC,35.3587506,-79.7787462,,
S1059,S1059FP,Mt. Zion UCC/Rockingham,986 Ledbetter Rd,Rockingham,NC,35.011833,-79.6726,,
S1063,S1063FP,New Zion Ame Zion Church,4967 Hwy 705,Robbins,NC,35.454261,-79.603404,,
S1065,S1065FP1,Our Daily Bread Christian Food,108 S Randolph St,Rockingham,NC,34.9394413,-79.7711376,,
S1065,S1065TF,Our Daily Bread Christian Food,108 S Randolph Street,Rockingham,NC,34.9394413,-79.7711376,,
S1066,S1066FP,Outreach for Jesus,440 Battley Dairy Rd,Hamlet,NC,34.876044,-79.7415877,,
S1068,S1068FP,Pinebluff United Methodist Church,165 W Philadephia Ave,Pinebluff,NC,35.100733,-79.466296,,
S1070,S1070FP,Prayer and Faith Temple Church,217 Lackey St,Hamlet,NC,34.8811066,-79.702906,,
S1072,S1072FP,Restoring Hope Center,507 Warren St,Laurinburg,NC,34.789214,-79.450026,,
S1072,S1072TF,Restoring Hope Center,507 Warren Street,Laurinburg,NC,35.038575,-78.845838,,
S1074,S1074FP,Robbins Area Christian,120 S Middleton St,Robbins,NC,35.4336099,-79.5871681,,
S1075,S1075AS,Partners In Ministry,12th 3rd Street,Laurinburg,NC,34.770601,-79.452226,,
S1078,S1078FP,Salvation Army of Lee County,507 N Steele St,Sanford,NC,35.4858387,-79.1835788,,
S1078,S1078SK,Salvation Army of Lee County,219 Maple Avenue,Sanford,NC,35.4799729,-79.1723667,,
S1079,S1079FP,Sandhills Moore Coalition,1500 W Indiana Ave,Southern Pines,NC,35.186566,-79.409659,,
S1080,S1080DC1,Sandhills Children's Center,1280 Central Dr,Southern Pines,NC,35.210123,-79.3923108,,
S1080,S1080DC2,Sandhills Children's Center,108 Crow Run,Rockingham,NC,34.9341654,-79.7520753,,
S1082,S1082FP,Sandhills UCC,321 Keyser St,Aberdeen,NC,35.1257743,-79.4230446,,
S1086,S1086OTP,Meals on Wheels ,1975 Juniper Lake Road Unit A1,West End,NC,35.2138555,-79.5090981,,
S1086,S1086SOF,SNAK PAK PALS,"1975 Juniper Lake Road, Unit A1",West End,NC,35.2138555,-79.5090981,,
S1087,S1087FP,Southern Mission Ministries,267 Blues Bridge Rd,Hoffman,NC,35.0300106,-79.5363184,,
S1088,S1088FP,Southern Pines UMC,175 Midland Rd,Southern Pines,NC,35.1975583,-79.4148913,,
S1090,S1090FP,St. Anthony's  Catholic Church,320 N. Ashe Street,Southern Pines,NC,35.1744786,-79.3880457,,
S1091,S1091FP,St. John's Emergency Food,7700 Hwy 79 ,Gibson,NC,34.765404,-79.574269,,
S1092,S1092FP,Saint Luke United Methodist,1501 Turnpike Rd,Laurinburg,NC,34.737147,-79.498935,,
S1093,S1093FP,St. Paul Lutheran,311 Marlboro St,Hamlet,NC,34.8916488,-79.7034397,,
S1095,S1095FP,Tabernacle Full Gospel,328 Airport Rd,Rockingham,NC,34.89987,-79.761165,,
S1096,S1096FP,The Worship Center,150 Eastman Rd #1A,Southern Pines,NC,35.190766,-79.408318,,
S1097,S1097FP,Unionville Missionary Baptist,19400 Blakley Rd,Laurinburg,NC,34.827359,-79.39421,,
S1100,S1100FP,Wesleyan Methodist Church,3119 Brenda Ln,Spies,NC,35.424151,-79.68395,,
S1101,S1101FP,West End United Methodist,4015 NC Hwy 73,West End,NC,35.240462,-79.564699,,
S1113,S1113FP,Vass Community Food Pantry,3450 US Business Hwy 1,Vass,NC,35.256866,-79.283022,,
S1113,S1113TF,Vass Community Food Pantry,3450 US Hwy 1,Vass,NC,35.2531115,-79.2716688,,
S1114,S1114SP,Central Carolina Community College ,1105 Kelly Dr Wilkinson Building,Sanford,NC,35.488052,-79.20353,,
S1115,S1115SH1,Outreach Mission Inc. Men's Shelter,705 Chatham St,Sanford,NC,35.4741125,-79.1709744,,
S1115,S1115SH2,Outreach Mission Inc. Women's Shelter,507 Third St,Sanford,NC,35.477025,-79.17027,,
S1116,S1116FP,Place of Grace,252 School St,Rockingham,NC,34.9168137,-79.7656229,,
S1120,S1120FP,Gift of Love Food Pantry,9460 Andrew Jackson Hwy,Laurel Hill,NC,34.8087201,-79.5489935,,
W1001,W1001FP,Believers Home Fellowship,212 Faith Cir,Tabor City,NC,34.268285,-77.81009,,
W1003,W1003FP,Bogue Community Citizens,1036 Jockey Rd,Hallsboro,NC,34.312939,-78.609136,,
W1004,W1004SOF1,Bread for Life ,108 N Kerr Ave Suite K1,Wilmington,NC,34.2441764,-77.8884381,,
W1004,W1004SOF2,Bread For Life,1308 N 5th Ave,Wilmington,NC,34.246582,-77.944698,,
W1007,W1007FP1,Brunswick Family Assistance,929 Old Ocean Hwy,Bolivia,NC,34.064441,-78.150684,,
W1007,W1007FP2,Brunswick Family Assistance,324-I Village Rd,Leland,NC,34.255612,-78.0433385,,
W1008,W1008FP,Brunswick Islands Baptist Church ,1672 Mt Pisgah Rd,Supply,NC,33.951723,-78.310809,,
W1009,W1009SOF1,Brunswick Senior Resources,3620 Express Dr,Shallotte,NC,34.195478,-77.928737,,
W1009,W1009SOF3,Brunswick Senior Resources,121 Town Hall Dr,Leland,NC,34.2388468,-78.008485,,
W1010,W1010FP1,Gateway Community Church,416 W Bridger St,Burgaw,NC,33.977894,-78.388958,,
W1013,W1013SP,Wesleyan Chapel UMC,10255 US Hwy 17,Wilmington,NC,34.2662089,-77.8250092,,
W1016,W1016FP,Catholic Charities,4280 US Highway 421 N. Suite 110,Wilmington,NC,34.313098,-77.986019,,
W1019,W1019SH,Coastal Horizons,615 Shipyard Blvd,Wilmington,NC,34.1917297,-77.9318664,,
W1020,W1020AS1,Communities in Schools of Cape Fear,500 S Wright St ,Burgaw,NC,34.546539,-77.9249239,,
W1020,W1020AS2,CIS 21st CCLC Cape Fear Middle ,1886 NC-133,Rocky Point,NC,34.4060361,-77.9165027,,
W1020,W1020AS3,CIS 21st CCLC Heidi Trask High School ,14328 NC-210,Rocky Point ,NC,34.4340614,-77.8904588,,
W1020,W1020AS4,CIS 21st CCLC Pender High School ,5380 NC-53,Burgaw,NC,34.545847,-77.948273,,
W1021,W1021AS,Boys & Girls Clubs of Southeastern NC ,901 Nixon St,Wilmington,NC,34.249711,-77.939519,,
W1022,W1022FP,Countywide CDC,1183 Old Mill Rd,Navassa,NC,34.2564965,-78.0269178,,
W1028,W1028AS,Easter Seals UCP NC & VA,4827 Randall Pkwy,Wilmington,NC,34.2323928,-77.8828699,,
W1029,W1029FP,Facts of Life Church ,24678 Peacock Rd,Tabor City,NC,34.112382,-78.806318,,
W1029,W1029SK,Facts of Life Church ,506 N Lee St,Whiteville,NC,34.3357727,-78.7061257,,
W1030,W1030DC,Farmers Union Developmental Daycare,905 Farmers Union Rd,Clarkton,NC,34.412279,-78.62444,,
W1031,W1031SK,First Baptist Church Carolina Beach,409 N Lake Park Blvd,Carolina Beach,NC,34.0369365,-77.8937046,,
W1032,W1032FP,Lake Waccamaw Food Ministry,300 Sam Potts Hwy,Lake Waccamaw,NC,34.3221255,-78.5272233,,
W1033,W1033FP,First Baptist Church of Leland,517 Village Rd,Leland,NC,34.255612,-78.0433385,,
W1034,W1034FP,First Fruit Ministries,2750 Vance St,Wilmington,NC,34.188689,-77.9404324,,
W1035,W1035FP,First in Families,5041 New Centre Dr Ste 100,Wilmington,NC,34.2394229,-77.8767504,,
W1036,W1036FP,Good Shepherd Center,811 Martin St,Wilmington,NC,34.2185296,-77.9370291,,
W1036,W1036GH,Ashley Center,2002 Colwell St,Wilmington,NC,34.227816,-77.922149,,
W1038,W1038BP,Harvest Table,First Baptist Church,Whiteville,NC,34.334469,-78.698576,,
W1038,W1038FP,Harvest Table,211 E Columbus St,Whiteville,NC,34.3264533,-78.7006634,,
W1039,W1039FP,Helping Hands,4849 Castle Hayne Rd,Castle Hayne,NC,34.339874,-77.9075701,,
W1040,W1040FP,Hills Chapel Missionary,2521 Little Kelly Rd,Rocky Point,NC,34.464463,-77.951676,,
W1041,W1041FP,House of Mercy Outreach,4702 S College Rd,Wilmington,NC,34.1559935,-77.8921828,,
W1042,W1042FP,Inspirational House of Praise,1005 Village Rd,Leland,NC,34.255612,-78.0433385,,
W1049,W1049FP,Lifesavers Outreach,415 W Walter St,Whiteville,NC,34.3233843,-78.7095841,,
W1050,W1050GH,LINC Inc,222 Division Dr,Wilmington,NC,34.263499,-77.926071,,
W1051,W1051FP,Living Word Church,98 Old Chadbourn Hwy,Chadbourn,NC,34.327883,-78.789245,,
W1052,W1052FP,Livingstones Tabernacle,127 Sloop Point Loop Rd,Hampstead,NC,34.412639,-77.651259,,
W1053,W1053FP,Love of Christ Ministries,4308 Bus 17 NE,Bolivia,NC,34.077633,-78.140588,,
W1054,W1054BP1,BP - Matthew's Ministry,8500 E Oak Island Dr,Oak Island,NC,33.90886,-78.079714,,
W1055,W1055FP1,Men and Women United for,1795 Woodyard Rd,Reigelwood,NC,34.377498,-78.291123,,
W1056,W1056FP,Mother Hubbard's Cupboard,315 Red Cross St,Wilmington,NC,34.2413561,-77.9458273,,
W1057,W1057FP,Mt. Olive AME Church - Helping,1001 S 7th St,Wilmington,NC,34.223267,-77.939059,,
W1065,W1065BP1,Nourish NC,3606 Market Street ,Wilmington,NC,34.240665,-77.9015865,,
W1067,W1067SON,"Pender Adult Services, Inc.",901 S Walker St,Burgaw,NC,34.543101,-77.912801,,
W1068,W1068BP1,Pender County Christian Services ,400 N Wright St,Burgaw,NC,34.55567,-77.928269,,
W1068,W1068BP2,Pender County Christian Services,Jordan Chapel Methodist,Burgaw,NC,34.504484,-77.884666,,
W1068,W1068BP3,Pender County Christian Services ,Rocky Point UMC,Rocky Point,NC,34.428319,-77.878132,,
W1068,W1068BP4,Pender County Christian Services,Westview UMC,Burgaw,NC,34.605723,-77.893596,,
W1068,W1068BP5,Pender County Christian Services,Watha UMC,Watha,NC,34.640466,-77.96106,,
W1068,W1068BP6,Pender County Christian Services,1730 US Hwy 117,Burgaw,NC,34.5293119,-77.9058423,,
W1068,W1068FP,Pender County Christian Services,210 W Fremont St,Burgaw,NC,34.5493279,-77.9284921,,
W1068,W1068FP1,Pender County Christian Services ,205 Progress Dr,Burgaw,NC,34.540234,-77.9189249,,
W1068,W1068TF,Pender County Christian Services,1195 HWY 11,Willard,NC,34.641115,-78.089469,,
W1070,W1070GH,PORT Health Services,416 Walnut St,Wilmington,NC,34.2401639,-77.9449171,,
W1072,W1072FP,Salvation and Deliverance Family Worship Center,4402 NW Rd,Leland,NC,34.244802,-78.120908,,
W1073,W1073FP,Salvation Army - Wilmington,20 N 4th Street Suite 300,Wilmington,NC,34.2363809,-77.9444304,,
W1079,W1079BP2,BP- Share the Table Inc,16700 US Hwy 17,Hampstead,NC,34.381669,-77.694601,,
W1079,W1079FP,Share the Table Inc,12395 Hwy 50,Hampstead,NC,34.464396,-77.56097,,
W1080,W1080FP,Shoreline Baptist Church ,4198 Vanessa Dr,Southport,NC,33.928757,-78.067981,,
W1081,W1081FP,Sonrise Independent Baptist,8375 River Rd,Southport,NC,33.92387,-78.006413,,
W1082,W1082FP,South Brunswick Inter-Church,3610 Express Dr,Shallotte,NC,34.195478,-77.928737,,
W1083,W1083FP,Southport Oak Island InterChur,249 W Boiling Spring Rd,Boiling Spring Lakes,NC,34.0282189,-78.0685646,,
W1084,W1084FP,St. Brendans Church,5101 Ocean Hwy W,Shallotte,NC,33.9558708,-78.4315561,,
W1085,W1085FP,St. Joseph Parish Outreach,1303 Hwy 117 S,Burgaw,NC,34.536464,-77.907419,,
W1086,W1086FP,St. Jude's Metropolitan,19 N 26th St,Wilmington,NC,34.2396063,-77.9136245,,
W1087,W1087FP,St. Mary Missionary Baptist,6401 Ocean Hwy E,Winnabow,NC,34.14466,-78.093843,,
W1088,W1088FP,St. Paul A.M.E. Zion Church,507 Money Hole Rd,Bolton,NC,34.320544,-78.269605,,
W1089,W1089SK,St. Peter The Fisherman Church,314 S Carolina Ave,Wilmington,NC,34.2085596,-77.9465199,,
W1091,W1091FP,Straightway Ministries,3705 US Hwy 421 N,Wilmington,NC,34.1541527,-77.908157,,
W1092,W1092SOF,Temple of Israel - Weekend,922 Market St,Wilmington,NC,34.2360981,-77.9376773,,
W1093,W1093FP,The Help Center of Federal,7 N 3rd St,Carolina Beach,NC,34.0342198,-77.8961503,,
W1097,W1097FP,The Sister Isaac Center,412 Ann St,Wilmington,NC,34.2318434,-77.9439634,,
W1098,W1098FP,Towncreek Vision Corporation,215 Sunnybrook Way Rd,Leland,NC,34.083999,-78.021277,,
W1100,W1100FP,Trinity Missionary Baptist,883 Holden Beach Rd,Shallotte,NC,33.9687839,-78.3309932,,
W1103,W1103FP1,Union Missionary Baptist,2711 Princess Pl Dr,Wilmington,NC,34.2438416,-77.9119135,,
W1103,W1103TF,Union Missionary Baptist Church,2711 Princess Place Dr,Wilmington,NC,34.2438416,-77.9119135,,
W1104,W1104FP,Victory Independent,516 Varnamtown Rd,Supply,NC,33.941169,-78.248972,,
W1108,W1108SOF,Weekend Meals on Wheels,5102 Oleander Dr,Wilmington,NC,34.2084101,-77.8690436,,
W1111,W1111OTH,Wilmington Preparatory Academy,134 Cinema Dr,Wilmington,NC,34.239064,-77.89191,,
W1112,W1112OTH,Wlmgtn Demonstration Kitchen,1314 Marstellar St,Wilmington,NC,34.2214743,-77.9301963,,
W1113,W1113FP,Wrightsboro United Methodist,3300 N Kerr Ave,Wilmington,NC,34.2597118,-77.8878785,,
W1114,W1114OTH,YWCA - Grandparents Support,125 S Third St,Wilmington,NC,34.233646,-77.945701,,
W1131,W1131FP,Christian Community Caring Center ,15200 US Hwy 17 ,Hampstead,NC,34.370926,-77.706827,,
W1133,W1133FP,Cornerstone Baptist Church,1638 Lanvale Rd,Leland,NC,34.2376941,-78.0558004,,
W1135,W1135FP,Lighthouse Shining Ministries,6622 Carolina Beach Rd,Wilmington,NC,34.156182,-77.909099,,
W1136,W1136FP,Iglesia Vision 3D ,359 Mercer Ave,Wilmington,NC,34.2333242,-77.9056784,,
W1137,W1137FP,"The A.C.T.S. Movement, Inc. ",1019 Meares St,Wilmington,NC,34.222525,-77.934919,,
W1138,W1138FP,Saint Luke AME Zion Church,709 Church St,Wilmington,NC,34.2298538,-77.939162,,
W1140,W1140FP,Novant Health New Hanover Regional Medical Center ,2131 S 17th St,Wilmington ,NC,34.2050891,-77.9210562,,
W1143,W1143FP,Beach Christian Recovery,1198 B Riverview Dr,Calabash,NC,33.900442,-78.560656,,
W1144,W1144FP,CR Resource Center Inc. ,107 Mt. Zion St,Lake Waccamaw,NC,34.322073,-78.51573,,
W1147,W1147FP,Liberty Baptist Church of Wilmington,7957 Market St,Wilmington,NC,34.2662089,-77.8250092,,
W1152,W1152DV,Domestic Violence Shelter & Services,Confidential ,Wilmington,NC,34.263182,-77.86638,,
W1160,W1160DD,"The Healing Place of New Hanover County, Inc. ",1000 Medical Center Drive,Wilmington,NC,34.198938,-77.931366,,
